HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,80'S,,2,$146,$117
,OTHER,,287,"$120,337","$95,794"
,TOTAL,,296,"$122,477","$97,506"
50570,OTHER,,76,"$26,837","$21,373"
,TOTAL,,76,"$26,837","$21,373"
50572,80'S,,1,$51,$40
,OTHER,,52,"$29,550","$23,640"
,TOTAL,,53,"$29,600","$23,680"
50574,80'S,,1,$106,$84
,OTHER,,7,"$4,397","$3,518"
,TOTAL,,8,"$4,503","$3,602"
50575,80'S,,3,$386,$308
,OTHER,,465,"$367,873","$292,159"
,TOTAL,,468,"$368,259","$292,467"
50576,OTHER,,33,"$21,011","$16,078"
,TOTAL,,33,"$21,011","$16,078"
50578,OTHER,,3,"$1,435","$1,148"
,TOTAL,,3,"$1,435","$1,148"
50580,SG,,1,$300,$240
,80'S,,2,$105,$84
,OTHER,,61,"$32,557","$25,630"
,TOTAL,,64,"$32,962","$25,955"
50590,SG,,3,"$16,468","$13,108"
,OTHER,,"37,522","$23,174,472","$18,350,736"
,TOTAL,,"37,525","$23,190,939","$18,363,843"
50600,80'S,,29,"$3,816","$3,021"
,OTHER,,116,"$89,899","$71,250"
,TOTAL,,145,"$93,715","$74,271"
50605,80'S,,71,"$5,937","$4,750"
,OTHER,,415,"$226,245","$178,306"
,TOTAL,,486,"$232,182","$183,056"
50610,80'S,,70,"$9,916","$7,845"
,OTHER,,171,"$133,293","$104,896"
,TOTAL,,241,"$143,210","$112,741"
50620,80'S,,32,"$4,417","$3,533"
,OTHER,,85,"$69,346","$54,944"
,TOTAL,,117,"$73,762","$58,477"
50630,80'S,,58,"$8,035","$6,348"
,OTHER,,149,"$122,252","$97,073"
,TOTAL,,207,"$130,287","$103,421"
50650,80'S,,195,"$23,458","$18,387"
,OTHER,,405,"$294,314","$232,694"
,TOTAL,,600,"$317,772","$251,081"
50660,80'S,,18,"$2,956","$2,365"
,OTHER,,36,"$35,917","$28,677"
,TOTAL,,54,"$38,873","$31,042"
50684,SG,,203,"$35,456","$28,268"
,OTHER,,"2,238","$80,359","$63,565"
,TOTAL,,"2,441","$115,815","$91,833"
50686,OTHER,,25,"$1,250",$974
,TOTAL,,25,"$1,250",$974
50688,SG,,7,"$1,198",$959
,OTHER,,922,"$64,209","$50,427"
,TOTAL,,929,"$65,407","$51,385"
50690,SG,,11,"$3,235","$2,588"
,OTHER,,"3,481","$306,918","$239,651"
,TOTAL,,"3,492","$310,153","$242,239"
50700,80'S,,27,"$3,406","$2,724"
,OTHER,,203,"$179,243","$141,790"
,TOTAL,,230,"$182,649","$144,514"
50715,80'S,,581,"$98,277","$77,638"
,OTHER,,"1,959","$2,062,709","$1,632,394"
,TOTAL,,"2,540","$2,160,986","$1,710,033"
50722,80'S,,5,$596,$477
,OTHER,,22,"$17,189","$13,751"
,TOTAL,,27,"$17,785","$14,228"
50725,80'S,,5,$717,$574
,OTHER,,18,"$16,380","$13,104"
,TOTAL,,23,"$17,097","$13,677"
50727,80'S,,30,"$2,126","$1,700"
,OTHER,,163,"$73,799","$57,576"
,TOTAL,,193,"$75,925","$59,276"
50728,80'S,,25,"$2,712","$2,139"
,OTHER,,79,"$52,239","$41,681"
,TOTAL,,104,"$54,950","$43,820"
50740,80'S,,12,"$2,136","$1,565"
,OTHER,,65,"$62,893","$49,360"
,TOTAL,,77,"$65,029","$50,925"
50750,80'S,,2,$291,$232
,OTHER,,7,"$6,885","$5,508"
,TOTAL,,9,"$7,175","$5,740"
50760,80'S,,130,"$20,735","$16,322"
,OTHER,,460,"$458,816","$363,748"
,TOTAL,,590,"$479,551","$380,070"
50770,80'S,,8,"$1,345","$1,076"
,OTHER,,35,"$36,765","$29,412"
,TOTAL,,43,"$38,110","$30,488"
50780,80'S,,262,"$44,890","$34,751"
,OTHER,,975,"$1,049,093","$826,823"
,TOTAL,,"1,237","$1,093,983","$861,573"
50782,OTHER,,30,"$16,162","$12,929"
,TOTAL,,30,"$16,162","$12,929"
50783,80'S,,4,$796,$637
,OTHER,,14,"$15,238","$12,110"
,TOTAL,,18,"$16,033","$12,747"
50785,80'S,,120,"$23,458","$18,711"
,OTHER,,341,"$391,526","$311,806"
,TOTAL,,461,"$414,984","$330,517"
50800,80'S,,38,"$5,719","$4,575"
,OTHER,,127,"$113,387","$89,705"
,TOTAL,,165,"$119,106","$94,280"
50810,80'S,,6,"$1,112",$890
,OTHER,,30,"$28,170","$22,536"
,TOTAL,,36,"$29,282","$23,426"
50815,80'S,,28,"$6,122","$4,897"
,OTHER,,85,"$111,720","$89,376"
,TOTAL,,113,"$117,842","$94,273"
50820,80'S,,352,"$77,026","$60,344"
,OTHER,,984,"$1,301,310","$1,026,534"
,TOTAL,,"1,336","$1,378,337","$1,086,878"
50825,80'S,,33,"$9,737","$7,789"
,OTHER,,156,"$282,487","$224,479"
,TOTAL,,189,"$292,223","$232,269"
50830,80'S,,16,"$4,665","$3,695"
,OTHER,,62,"$100,219","$78,941"
,TOTAL,,78,"$104,884","$82,636"
50840,80'S,,11,"$1,941","$1,553"
,OTHER,,37,"$41,458","$32,089"
,TOTAL,,48,"$43,399","$33,642"
50845,80'S,,14,"$2,418","$1,935"
,OTHER,,59,"$59,249","$46,615"
,TOTAL,,73,"$61,667","$48,549"
50860,80'S,,16,"$1,947","$1,558"
,OTHER,,50,"$43,613","$34,810"
,TOTAL,,66,"$45,560","$36,368"
50900,80'S,,8,$975,$780
,OTHER,,99,"$71,265","$56,857"
,TOTAL,,107,"$72,240","$57,637"
50920,80'S,,4,$341,$273
,OTHER,,15,"$11,189","$8,951"
,TOTAL,,19,"$11,530","$9,224"
50930,80'S,,1,$172,$137
,OTHER,,11,"$7,771","$6,217"
,TOTAL,,12,"$7,942","$6,354"
50940,OTHER,,10,"$7,411","$5,929"
,TOTAL,,10,"$7,411","$5,929"
50945,80'S,,1,$72,$57
,OTHER,,2,"$1,290","$1,032"
,TOTAL,,3,"$1,362","$1,089"
50951,SG,,44,"$7,667","$6,134"
,OTHER,,209,"$52,015","$41,112"
,TOTAL,,253,"$59,682","$47,246"
50953,SG,,3,$484,$387
,OTHER,,206,"$54,526","$43,324"
,TOTAL,,209,"$55,010","$43,711"
50955,OTHER,,70,"$20,649","$16,440"
,TOTAL,,70,"$20,649","$16,440"
50957,SG,,1,$157,$125
,OTHER,,39,"$11,597","$9,278"
,TOTAL,,40,"$11,754","$9,403"
50959,OTHER,,26,"$3,702","$2,962"
,TOTAL,,26,"$3,702","$2,962"
50961,SG,,1,$299,$240
,OTHER,,111,"$33,520","$26,569"
,TOTAL,,112,"$33,819","$26,809"
50970,OTHER,,62,"$20,481","$16,385"
,TOTAL,,62,"$20,481","$16,385"
50972,OTHER,,87,"$21,730","$17,362"
,TOTAL,,87,"$21,730","$17,362"
50974,OTHER,,13,"$6,797","$5,438"
,TOTAL,,13,"$6,797","$5,438"
50976,80'S,,1,$93,$75
,OTHER,,21,"$9,626","$7,701"
,TOTAL,,22,"$9,719","$7,775"
50978,OTHER,,1,$159,$127
,TOTAL,,1,$159,$127
50980,OTHER,,61,"$18,780","$14,964"
,TOTAL,,61,"$18,780","$14,964"
51000,OTHER,,168,"$7,402","$5,357"
,TOTAL,,168,"$7,402","$5,357"
51005,SG,,3,$624,$499
,OTHER,,636,"$40,246","$30,425"
,TOTAL,,639,"$40,870","$30,923"
51010,SG,,109,"$27,488","$21,911"
,80'S,,13,$249,$199
,OTHER,,"14,245","$2,120,500","$1,673,493"
,TOTAL,,"14,367","$2,148,237","$1,695,603"
51020,SG,,8,"$4,707","$3,686"
,80'S,,9,$484,$387
,OTHER,,190,"$72,831","$58,132"
,TOTAL,,207,"$78,022","$62,205"
51030,SG,,2,"$1,108",$886
,OTHER,,28,"$8,338","$6,649"
,TOTAL,,30,"$9,445","$7,535"
51040,SG,,82,"$48,056","$38,032"
,80'S,,497,"$18,364","$14,607"
,OTHER,,"7,160","$1,995,006","$1,580,994"
,TOTAL,,"7,739","$2,061,427","$1,633,633"
51045,SG,,21,"$12,512","$10,009"
,80'S,,80,"$3,714","$2,878"
,OTHER,,"1,163","$384,687","$304,386"
,TOTAL,,"1,264","$400,913","$317,273"
51050,80'S,,165,"$11,165","$8,928"
,OTHER,,"1,235","$484,894","$385,122"
,TOTAL,,"1,400","$496,059","$394,050"
51060,80'S,,2,$168,$135
,OTHER,,22,"$12,240","$9,792"
,TOTAL,,24,"$12,408","$9,927"
51065,OTHER,,165,"$61,759","$48,803"
,TOTAL,,165,"$61,759","$48,803"
51080,80'S,,13,$524,$414
,OTHER,,100,"$31,522","$25,138"
,TOTAL,,113,"$32,046","$25,551"
51500,80'S,,7,$457,$366
,OTHER,,55,"$24,981","$19,671"
,TOTAL,,62,"$25,438","$20,037"
51520,80'S,,11,$800,$640
,OTHER,,70,"$37,150","$29,640"
,TOTAL,,81,"$37,950","$30,280"
51525,80'S,,174,"$19,664","$15,616"
,OTHER,,364,"$257,952","$205,379"
,TOTAL,,538,"$277,616","$220,995"
51530,80'S,,48,"$4,940","$3,907"
,OTHER,,182,"$116,478","$92,277"
,TOTAL,,230,"$121,418","$96,184"
51535,80'S,,9,$707,$539
,OTHER,,69,"$40,522","$31,915"
,TOTAL,,78,"$41,229","$32,454"
51550,80'S,,386,"$50,974","$40,639"
,OTHER,,"1,054","$834,909","$662,781"
,TOTAL,,"1,440","$885,883","$703,420"
51555,80'S,,221,"$43,147","$34,372"
,OTHER,,578,"$659,630","$524,920"
,TOTAL,,799,"$702,777","$559,292"
51565,80'S,,65,"$13,595","$10,690"
,OTHER,,168,"$207,609","$165,810"
,TOTAL,,233,"$221,203","$176,500"
51570,80'S,,61,"$14,194","$11,356"
,OTHER,,130,"$172,446","$136,817"
,TOTAL,,191,"$186,640","$148,173"
51575,80'S,,90,"$26,820","$21,410"
,OTHER,,242,"$440,192","$349,450"
,TOTAL,,332,"$467,011","$370,860"
51580,80'S,,17,"$4,934","$3,868"
,OTHER,,36,"$63,024","$50,373"
,TOTAL,,53,"$67,959","$54,241"
51585,80'S,,28,"$9,093","$7,274"
,OTHER,,48,"$98,771","$79,017"
,TOTAL,,76,"$107,865","$86,292"
51590,80'S,,617,"$195,095","$155,429"
,OTHER,,"1,134","$2,126,980","$1,689,814"
,TOTAL,,"1,751","$2,322,075","$1,845,243"
51595,80'S,,"1,300","$488,446","$388,063"
,OTHER,,"2,546","$5,830,115","$4,639,595"
,TOTAL,,"3,846","$6,318,562","$5,027,658"
51596,80'S,,283,"$113,919","$90,584"
,OTHER,,702,"$1,720,116","$1,365,850"
,TOTAL,,985,"$1,834,036","$1,456,435"
51597,80'S,,191,"$72,602","$57,840"
,OTHER,,547,"$1,059,313","$845,744"
,TOTAL,,738,"$1,131,916","$903,584"
51600,SG,,369,"$72,052","$57,372"
,80'S,,1,$4,$3
,OTHER,,"30,020","$2,037,952","$1,601,695"
,TOTAL,,"30,390","$2,110,008","$1,659,070"
51605,OTHER,,252,"$11,057","$8,709"
,TOTAL,,252,"$11,057","$8,709"
51610,SG,,74,"$12,989","$10,356"
,OTHER,,"5,599","$389,954","$307,261"
,TOTAL,,"5,673","$402,943","$317,617"
51700,OTHER,,"60,449","$4,959,089","$3,818,214"
,TOTAL,,"60,449","$4,959,089","$3,818,214"
51705,OTHER,,"35,205","$2,789,347","$2,108,141"
,TOTAL,,"35,205","$2,789,347","$2,108,141"
51710,SG,,53,"$15,013","$11,930"
,80'S,,2,$32,$26
,OTHER,,"5,067","$601,777","$464,780"
,TOTAL,,"5,122","$616,822","$476,736"
51715,80'S,,2,$68,$54
,OTHER,,"16,438","$3,662,665","$2,874,991"
,TOTAL,,"16,440","$3,662,733","$2,875,046"
51720,OTHER,,"177,355","$24,367,305","$19,141,897"
,TOTAL,,"177,355","$24,367,305","$19,141,897"
51725,SG,,491,"$82,452","$65,700"
,80'S,,1,$15,$12
,OTHER,,"18,669","$1,224,735","$949,909"
,TOTAL,,"19,161","$1,307,201","$1,015,621"
51726,SG,,"6,630","$1,586,935","$1,259,161"
,OTHER,,"135,678","$10,109,865","$7,845,859"
,TOTAL,,"142,308","$11,696,800","$9,105,021"
51736,OTHER,,"13,226","$395,673","$296,715"
,TOTAL,,"13,226","$395,673","$296,715"
51741,OTHER,,"286,039","$15,575,588","$11,763,230"
,TOTAL,,"286,039","$15,575,588","$11,763,230"
51772,SG,,830,"$170,562","$135,628"
,OTHER,,"30,232","$1,582,610","$1,251,536"
,TOTAL,,"31,062","$1,753,172","$1,387,164"
51784,OTHER,,"56,562","$3,733,105","$2,915,045"
,TOTAL,,"56,562","$3,733,105","$2,915,045"
51785,SG,,"1,197","$223,725","$178,082"
,OTHER,,"19,491","$978,102","$774,127"
,TOTAL,,"20,688","$1,201,827","$952,209"
51792,OTHER,,"6,437","$683,442","$537,415"
,TOTAL,,"6,437","$683,442","$537,415"
51795,OTHER,,"64,767","$5,403,215","$4,255,159"
,TOTAL,,"64,767","$5,403,215","$4,255,159"
51797,OTHER,,"53,542","$2,631,674","$2,082,103"
,TOTAL,,"53,542","$2,631,674","$2,082,103"
51800,80'S,,121,"$16,311","$13,049"
,OTHER,,472,"$365,138","$289,638"
,TOTAL,,593,"$381,449","$302,687"
51820,80'S,,8,"$1,280","$1,024"
,OTHER,,33,"$14,106","$11,161"
,TOTAL,,41,"$15,386","$12,186"
51840,80'S,,"2,018","$199,504","$157,371"
,OTHER,,"5,315","$3,159,167","$2,490,698"
,TOTAL,,"7,333","$3,358,671","$2,648,069"
51841,80'S,,470,"$56,271","$44,083"
,OTHER,,"1,276","$951,475","$750,602"
,TOTAL,,"1,746","$1,007,746","$794,685"
51845,80'S,,615,"$61,672","$48,698"
,OTHER,,"3,164","$1,988,168","$1,571,632"
,TOTAL,,"3,779","$2,049,840","$1,620,330"
51860,80'S,,168,"$14,669","$11,644"
,OTHER,,937,"$530,972","$420,881"
,TOTAL,,"1,105","$545,641","$432,525"
51865,SG,,2,$874,$699
,80'S,,166,"$22,201","$17,739"
,OTHER,,582,"$497,220","$396,566"
,TOTAL,,750,"$520,296","$415,005"
51880,SG,,1,$167,$134
,80'S,,20,"$1,055",$844
,OTHER,,166,"$58,496","$46,176"
,TOTAL,,187,"$59,718","$47,153"
51900,80'S,,31,"$4,240","$3,392"
,OTHER,,100,"$73,969","$58,551"
,TOTAL,,131,"$78,210","$61,944"
51920,80'S,,1,$109,$87
,OTHER,,7,"$4,258","$3,406"
,TOTAL,,8,"$4,367","$3,493"
51925,80'S,,2,$279,$223
,OTHER,,4,"$3,908","$3,127"
,TOTAL,,6,"$4,187","$3,350"
51940,80'S,,1,$229,$183
,OTHER,,2,"$3,044","$2,435"
,TOTAL,,3,"$3,273","$2,618"
51960,80'S,,50,"$11,660","$9,230"
,OTHER,,184,"$267,552","$210,797"
,TOTAL,,234,"$279,212","$220,027"
51980,80'S,,10,$992,$794
,OTHER,,53,"$29,240","$22,795"
,TOTAL,,63,"$30,232","$23,588"
51990,80'S,,241,"$21,610","$17,104"
,OTHER,,533,"$287,138","$227,777"
,TOTAL,,774,"$308,747","$244,881"
51992,80'S,,88,"$9,623","$7,624"
,OTHER,,297,"$198,928","$157,941"
,TOTAL,,385,"$208,551","$165,565"
52000,SG,,"33,238","$10,095,823","$7,990,804"
,80'S,,5,$171,$137
,OTHER,,"802,431","$115,906,033","$88,177,127"
,TOTAL,,"835,674","$126,002,026","$96,168,068"
52005,SG,,"4,219","$1,642,857","$1,304,632"
,80'S,,5,$78,$62
,OTHER,,"62,182","$8,597,789","$6,749,453"
,TOTAL,,"66,406","$10,240,724","$8,054,148"
52007,SG,,28,"$11,028","$8,758"
,OTHER,,901,"$148,262","$115,835"
,TOTAL,,929,"$159,290","$124,593"
52010,SG,,3,"$1,250","$1,000"
,OTHER,,104,"$14,917","$11,722"
,TOTAL,,107,"$16,166","$12,722"
52204,SG,,"2,012","$813,954","$646,642"
,OTHER,,"30,676","$4,957,823","$3,871,199"
,TOTAL,,"32,688","$5,771,777","$4,517,841"
52214,SG,,575,"$230,192","$183,697"
,OTHER,,"12,166","$2,723,416","$2,145,902"
,TOTAL,,"12,741","$2,953,608","$2,329,599"
52224,SG,,"1,423","$565,978","$450,100"
,OTHER,,"20,727","$4,241,285","$3,326,799"
,TOTAL,,"22,150","$4,807,263","$3,776,899"
52234,SG,,"1,812","$749,037","$595,476"
,OTHER,,"30,445","$8,925,099","$7,050,137"
,TOTAL,,"32,257","$9,674,136","$7,645,613"
52235,SG,,"1,041","$499,293","$396,623"
,80'S,,1,$64,$51
,OTHER,,"30,484","$10,670,294","$8,453,850"
,TOTAL,,"31,526","$11,169,651","$8,850,524"
52240,SG,,578,"$280,263","$222,988"
,80'S,,1,$57,$46
,OTHER,,"24,301","$15,456,687","$12,280,691"
,TOTAL,,"24,880","$15,737,007","$12,503,725"
52250,SG,,24,"$13,798","$10,911"
,OTHER,,462,"$133,974","$105,115"
,TOTAL,,486,"$147,773","$116,026"
52260,SG,,562,"$224,305","$178,099"
,OTHER,,"5,843","$1,200,493","$938,650"
,TOTAL,,"6,405","$1,424,798","$1,116,748"
52265,OTHER,,"1,495","$278,542","$217,018"
,TOTAL,,"1,495","$278,542","$217,018"
52270,SG,,60,"$21,037","$16,622"
,OTHER,,813,"$184,591","$145,970"
,TOTAL,,873,"$205,629","$162,592"
52275,SG,,177,"$68,563","$54,206"
,OTHER,,"1,954","$537,665","$424,187"
,TOTAL,,"2,131","$606,227","$478,393"
52276,SG,,739,"$343,687","$273,730"
,OTHER,,"13,710","$4,168,662","$3,292,491"
,TOTAL,,"14,449","$4,512,349","$3,566,221"
52277,SG,,6,"$1,592","$1,274"
,80'S,,1,$60,$48
,OTHER,,162,"$50,577","$39,967"
,TOTAL,,169,"$52,229","$41,288"
52281,SG,,"5,468","$2,190,759","$1,741,259"
,OTHER,,"107,288","$20,409,903","$15,886,321"
,TOTAL,,"112,756","$22,600,662","$17,627,580"
52282,80'S,,3,$158,$101
,OTHER,,"1,186","$420,106","$331,541"
,TOTAL,,"1,189","$420,263","$331,643"
52283,SG,,26,"$8,051","$6,441"
,OTHER,,407,"$52,380","$41,474"
,TOTAL,,433,"$60,431","$47,914"
52285,SG,,406,"$164,566","$131,014"
,OTHER,,"10,621","$2,896,243","$2,272,860"
,TOTAL,,"11,027","$3,060,809","$2,403,874"
52290,SG,,24,"$8,194","$6,522"
,OTHER,,400,"$73,074","$57,766"
,TOTAL,,424,"$81,268","$64,287"
52300,SG,,5,"$1,632","$1,306"
,OTHER,,176,"$42,197","$33,429"
,TOTAL,,181,"$43,830","$34,735"
52301,OTHER,,191,"$16,793","$13,202"
,TOTAL,,191,"$16,793","$13,202"
52305,SG,,5,"$1,899","$1,519"
,OTHER,,264,"$56,839","$45,209"
,TOTAL,,269,"$58,738","$46,728"
52310,SG,,"2,213","$846,654","$670,934"
,80'S,,1,$16,$13
,OTHER,,"57,770","$15,005,746","$11,799,225"
,TOTAL,,"59,984","$15,852,416","$12,470,172"
52315,SG,,331,"$130,376","$103,473"
,80'S,,1,$55,$44
,OTHER,,"4,018","$1,340,950","$1,057,486"
,TOTAL,,"4,350","$1,471,381","$1,161,003"
52317,SG,,172,"$44,525","$35,082"
,OTHER,,"6,145","$2,209,931","$1,748,298"
,TOTAL,,"6,317","$2,254,456","$1,783,380"
52318,SG,,108,"$42,985","$34,006"
,OTHER,,"5,382","$2,630,301","$2,083,376"
,TOTAL,,"5,490","$2,673,286","$2,117,382"
52320,SG,,86,"$58,917","$46,763"
,80'S,,1,$81,$65
,OTHER,,"1,856","$514,416","$406,525"
,TOTAL,,"1,943","$573,414","$453,353"
52325,SG,,36,"$18,914","$15,002"
,OTHER,,866,"$301,010","$238,629"
,TOTAL,,902,"$319,924","$253,631"
52327,OTHER,,192,"$56,084","$44,594"
,TOTAL,,192,"$56,084","$44,594"
52330,SG,,38,"$13,485","$10,764"
,OTHER,,"1,989","$539,015","$425,948"
,TOTAL,,"2,027","$552,500","$436,713"
52332,SG,,"1,306","$488,585","$387,867"
,80'S,,2,$38,$30
,OTHER,,"66,105","$10,915,100","$8,623,813"
,TOTAL,,"67,413","$11,403,723","$9,011,710"
52334,SG,,26,"$12,058","$9,266"
,OTHER,,728,"$186,772","$148,052"
,TOTAL,,754,"$198,830","$157,318"
52335,SG,,555,"$261,314","$208,195"
,80'S,,2,$125,$100
,OTHER,,"17,275","$5,735,474","$4,529,895"
,TOTAL,,"17,832","$5,996,913","$4,738,190"
52336,SG,,270,"$156,649","$124,234"
,OTHER,,"12,941","$5,548,260","$4,377,105"
,TOTAL,,"13,211","$5,704,908","$4,501,339"
52337,SG,,322,"$182,970","$145,752"
,80'S,,5,$468,$375
,OTHER,,"11,567","$5,858,134","$4,636,501"
,TOTAL,,"11,894","$6,041,572","$4,782,628"
52338,SG,,100,"$59,622","$47,222"
,OTHER,,"3,921","$1,675,431","$1,328,072"
,TOTAL,,"4,021","$1,735,053","$1,375,295"
52339,80'S,,1,$76,$61
,OTHER,,563,"$275,440","$219,252"
,TOTAL,,564,"$275,516","$219,313"
52340,SG,,179,"$82,450","$65,410"
,OTHER,,"2,718","$1,457,897","$1,155,304"
,TOTAL,,"2,897","$1,540,347","$1,220,714"
52450,SG,,124,"$58,762","$46,823"
,OTHER,,"2,882","$1,323,059","$1,047,407"
,TOTAL,,"3,006","$1,381,822","$1,094,230"
52500,SG,,382,"$175,194","$139,189"
,OTHER,,"6,972","$3,816,884","$3,027,009"
,TOTAL,,"7,354","$3,992,079","$3,166,198"
52510,OTHER,,93,"$41,360","$33,054"
,TOTAL,,93,"$41,360","$33,054"
52601,SG,,715,"$422,174","$336,316"
,80'S,,3,$452,$362
,OTHER,,"87,414","$72,317,676","$57,400,729"
,TOTAL,,"88,132","$72,740,303","$57,737,407"
52606,SG,,6,"$1,715","$1,372"
,OTHER,,571,"$240,460","$190,514"
,TOTAL,,577,"$242,174","$191,886"
52612,SG,,17,"$6,270","$5,016"
,OTHER,,423,"$231,702","$183,524"
,TOTAL,,440,"$237,972","$188,540"
52614,OTHER,,247,"$112,218","$89,088"
,TOTAL,,247,"$112,218","$89,088"
52620,SG,,9,"$2,663","$2,130"
,OTHER,,916,"$413,914","$328,225"
,TOTAL,,925,"$416,577","$330,355"
52630,SG,,24,"$9,096","$7,276"
,OTHER,,"3,871","$2,085,482","$1,660,460"
,TOTAL,,"3,895","$2,094,578","$1,667,737"
52640,SG,,83,"$34,176","$27,206"
,OTHER,,"2,719","$1,200,686","$949,452"
,TOTAL,,"2,802","$1,234,863","$976,658"
52647,OTHER,,"2,713","$1,839,350","$1,454,871"
,TOTAL,,"2,713","$1,839,350","$1,454,871"
52648,OTHER,,"3,110","$2,256,867","$1,788,749"
,TOTAL,,"3,110","$2,256,867","$1,788,749"
52700,SG,,1,$452,$361
,OTHER,,46,"$13,453","$10,763"
,TOTAL,,47,"$13,905","$11,124"
53000,SG,,6,"$1,550","$1,240"
,OTHER,,236,"$24,362","$19,017"
,TOTAL,,242,"$25,912","$20,257"
53010,SG,,3,$779,$623
,OTHER,,361,"$46,825","$36,745"
,TOTAL,,364,"$47,604","$37,369"
53020,SG,,50,"$12,537","$9,940"
,OTHER,,"1,015","$82,573","$64,323"
,TOTAL,,"1,065","$95,111","$74,263"
53025,OTHER,,2,$215,$121
,TOTAL,,2,$215,$121
53040,SG,,3,"$1,078",$862
,OTHER,,97,"$37,085","$29,313"
,TOTAL,,100,"$38,163","$30,175"
53060,OTHER,,27,"$3,678","$2,565"
,TOTAL,,27,"$3,678","$2,565"
53080,OTHER,,9,"$3,717","$2,509"
,TOTAL,,9,"$3,717","$2,509"
53085,80'S,,1,$52,$35
,OTHER,,14,"$8,974","$7,180"
,TOTAL,,15,"$9,026","$7,214"
53200,SG,,19,"$4,532","$3,626"
,OTHER,,642,"$67,629","$52,949"
,TOTAL,,661,"$72,162","$56,575"
53210,SG,,3,"$1,929","$1,543"
,80'S,,19,"$1,578","$1,263"
,OTHER,,82,"$42,523","$34,001"
,TOTAL,,104,"$46,030","$36,806"
53215,SG,,1,$658,$527
,80'S,,87,"$9,376","$7,214"
,OTHER,,275,"$203,101","$158,936"
,TOTAL,,363,"$213,135","$166,676"
53220,SG,,1,$405,$324
,80'S,,1,$68,$54
,OTHER,,155,"$59,277","$47,004"
,TOTAL,,157,"$59,750","$47,383"
53230,SG,,1,$419,$335
,80'S,,31,"$2,902","$2,276"
,OTHER,,185,"$103,278","$81,996"
,TOTAL,,217,"$106,599","$84,607"
53235,SG,,1,$506,$405
,80'S,,6,$528,$422
,OTHER,,42,"$21,545","$17,121"
,TOTAL,,49,"$22,578","$17,948"
53240,SG,,1,$417,$333
,OTHER,,27,"$9,517","$7,613"
,TOTAL,,28,"$9,933","$7,947"
53250,OTHER,,6,"$1,906","$1,305"
,TOTAL,,6,"$1,906","$1,305"
53260,SG,,9,"$3,346","$2,677"
,OTHER,,397,"$65,903","$51,744"
,TOTAL,,406,"$69,250","$54,421"
53265,SG,,49,"$19,763","$15,724"
,OTHER,,"1,162","$214,256","$168,923"
,TOTAL,,"1,211","$234,019","$184,647"
53270,OTHER,,18,"$2,679","$2,143"
,TOTAL,,18,"$2,679","$2,143"
53275,SG,,12,"$4,978","$3,903"
,OTHER,,328,"$83,597","$66,383"
,TOTAL,,340,"$88,575","$70,286"
53400,SG,,1,$455,$364
,80'S,,22,"$2,275","$1,820"
,OTHER,,155,"$104,263","$82,939"
,TOTAL,,178,"$106,993","$85,123"
53405,80'S,,3,$437,$349
,OTHER,,19,"$16,741","$13,345"
,TOTAL,,22,"$17,178","$13,694"
53410,SG,,2,$811,$649
,80'S,,34,"$5,068","$4,010"
,OTHER,,215,"$195,186","$154,524"
,TOTAL,,251,"$201,065","$159,182"
53415,80'S,,17,"$3,112","$2,484"
,OTHER,,101,"$111,865","$89,412"
,TOTAL,,118,"$114,978","$91,896"
53420,OTHER,,35,"$12,442","$9,612"
,TOTAL,,35,"$12,442","$9,612"
53425,80'S,,1,$143,$115
,OTHER,,8,"$7,203","$4,997"
,TOTAL,,9,"$7,346","$5,112"
53430,SG,,1,$452,$361
,80'S,,55,"$8,100","$6,415"
,OTHER,,272,"$229,281","$181,015"
,TOTAL,,328,"$237,833","$187,791"
53440,SG,,1,$403,$322
,80'S,,59,"$7,692","$6,073"
,OTHER,,219,"$172,886","$137,180"
,TOTAL,,279,"$180,981","$143,576"
53442,SG,,2,$447,$358
,80'S,,6,$541,$433
,OTHER,,48,"$21,428","$17,143"
,TOTAL,,56,"$22,416","$17,933"
53443,80'S,,21,"$2,172","$1,738"
,OTHER,,38,"$28,176","$22,541"
,TOTAL,,59,"$30,348","$24,279"
53445,80'S,,412,"$64,459","$50,570"
,OTHER,,"1,601","$1,519,023","$1,199,128"
,TOTAL,,"2,013","$1,583,482","$1,249,698"
53447,SG,,11,"$2,975","$2,380"
,80'S,,181,"$22,792","$18,061"
,OTHER,,"1,217","$910,239","$719,345"
,TOTAL,,"1,409","$936,006","$739,786"
53449,80'S,,1,$97,$78
,OTHER,,29,"$17,220","$13,753"
,TOTAL,,30,"$17,317","$13,830"
53450,SG,,12,"$2,802","$2,241"
,OTHER,,229,"$69,431","$54,576"
,TOTAL,,241,"$72,232","$56,818"
53460,SG,,2,$459,$368
,80'S,,1,$72,$58
,OTHER,,59,"$20,406","$16,191"
,TOTAL,,62,"$20,937","$16,616"
53502,SG,,1,$404,$323
,OTHER,,41,"$17,087","$13,639"
,TOTAL,,42,"$17,491","$13,962"
53505,SG,,2,$911,$729
,80'S,,5,$276,$221
,OTHER,,41,"$14,536","$11,417"
,TOTAL,,48,"$15,723","$12,367"
53510,80'S,,1,$97,$77
,OTHER,,35,"$14,870","$11,896"
,TOTAL,,36,"$14,966","$11,973"
